<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>,<DATETIME>
11684.47,11718.32,11681.51,11699.79,0,0,2024-05-17 07:00:00
11667.33,11692.02,11661.0,11692.02,0,0,2024-05-20 01:00:00
11692.3,11731.12,11681.82,11728.03,0,0,2024-05-20 02:00:00
11734.47,11734.61,11698.49,11703.03,0,0,2024-05-20 03:00:00
11701.96,11716.09,11686.56,11714.2,0,0,2024-05-20 04:00:00
11716.27,11729.38,11711.98,11722.05,0,0,2024-05-20 05:00:00
11724.57,11724.57,11708.74,11717.51,0,0,2024-05-20 06:00:00
11718.96,11738.29,11710.43,11735.71,0,0,2024-05-20 07:00:00
11718.25,11723.63,11693.85,11698.41,0,0,2024-05-21 01:00:00
11698.37,11708.13,11689.78,11705.61,0,0,2024-05-21 02:00:00
11708.88,11708.88,11683.53,11684.34,0,0,2024-05-21 03:00:00
11687.15,11704.81,11677.67,11684.03,0,0,2024-05-21 04:00:00
11685.88,11686.61,11672.93,11676.74,0,0,2024-05-21 05:00:00
11675.53,11687.04,11672.94,11683.6,0,0,2024-05-21 06:00:00
11683.09,11691.55,11675.99,11675.99,0,0,2024-05-21 07:00:00
11678.67,11700.22,11656.31,11695.9,0,0,2024-05-22 01:00:00
11701.63,11723.25,11689.69,11696.58,0,0,2024-05-22 02:00:00
11694.04,11746.26,11694.04,11746.26,0,0,2024-05-22 03:00:00
11746.82,11768.45,11740.0,11763.49,0,0,2024-05-22 04:00:00
11747.05,11747.2,11696.98,11702.18,0,0,2024-05-22 05:00:00
11698.63,11698.63,11670.07,11676.26,0,0,2024-05-22 06:00:00
11677.82,11732.28,11675.92,11732.28,0,0,2024-05-22 07:00:00
11703.36,11730.94,11701.49,11718.37,0,0,2024-05-23 01:00:00
11715.86,11735.96,11700.04,11735.96,0,0,2024-05-23 02:00:00
11736.79,11741.12,11726.19,11737.46,0,0,2024-05-23 03:00:00
11736.76,11760.13,11735.06,11756.17,0,0,2024-05-23 04:00:00
11752.57,11759.3,11734.92,11739.14,0,0,2024-05-23 05:00:00
11735.39,11752.69,11734.49,11751.5,0,0,2024-05-23 06:00:00
11760.02,11809.48,11760.02,11809.48,0,0,2024-05-23 07:00:00
11778.28,11783.03,11737.26,11748.94,0,0,2024-05-24 01:00:00
11747.94,11772.98,11735.53,11757.25,0,0,2024-05-24 02:00:00
11742.86,11742.86,11688.02,11689.7,0,0,2024-05-24 03:00:00
11682.66,11701.2,11682.32,11697.66,0,0,2024-05-24 04:00:00
11697.81,11726.16,11691.94,11726.16,0,0,2024-05-24 05:00:00
11723.27,11751.3,11722.48,11727.73,0,0,2024-05-24 06:00:00
11727.04,11783.39,11726.48,11783.39,0,0,2024-05-24 07:00:00
11735.73,11740.99,11710.2,11725.93,0,0,2024-05-27 01:00:00
11722.74,11734.7,11714.6,11733.35,0,0,2024-05-27 02:00:00
11737.12,11752.31,11724.84,11751.33,0,0,2024-05-27 03:00:00
11751.91,11758.51,11736.43,11754.69,0,0,2024-05-27 04:00:00
11758.62,11770.86,11756.9,11767.04,0,0,2024-05-27 05:00:00
11765.53,11765.53,11749.2,11761.51,0,0,2024-05-27 06:00:00
11760.81,11771.82,11756.0,11756.0,0,0,2024-05-27 07:00:00
11759.74,11775.61,11759.74,11762.44,0,0,2024-05-28 01:00:00
11758.66,11774.0,11758.66,11761.13,0,0,2024-05-28 02:00:00
11752.11,11779.86,11750.57,11751.52,0,0,2024-05-28 03:00:00
11748.61,11748.61,11707.33,11714.0,0,0,2024-05-28 04:00:00
11708.61,11727.25,11699.95,11713.09,0,0,2024-05-28 05:00:00
11711.88,11736.63,11709.31,11712.12,0,0,2024-05-28 06:00:00
11713.83,11713.83,11682.51,11682.51,0,0,2024-05-28 07:00:00
11682.69,11709.48,11680.82,11699.95,0,0,2024-05-29 01:00:00
11699.65,11729.02,11695.88,11720.69,0,0,2024-05-29 02:00:00
11732.53,11745.73,11706.18,11744.63,0,0,2024-05-29 03:00:00
11744.79,11757.53,11707.06,11709.62,0,0,2024-05-29 04:00:00
11710.41,11710.41,11679.53,11685.32,0,0,2024-05-29 05:00:00
11682.64,11717.88,11682.64,11705.62,0,0,2024-05-29 06:00:00
11704.8,11719.98,11678.68,11678.68,0,0,2024-05-29 07:00:00
11674.17,11674.17,11607.73,11618.42,0,0,2024-05-30 01:00:00
11618.5,11634.45,11608.06,11608.28,0,0,2024-05-30 02:00:00
11620.65,11629.09,11585.6,11592.73,0,0,2024-05-30 03:00:00
11593.35,11595.37,11571.75,11579.99,0,0,2024-05-30 04:00:00
11581.28,11588.72,11569.99,11581.82,0,0,2024-05-30 05:00:00
11585.63,11585.63,11567.8,11569.2,0,0,2024-05-30 06:00:00
11569.58,11584.24,11557.21,11557.21,0,0,2024-05-30 07:00:00
11557.21,11655.26,11557.21,11652.19,0,0,2024-05-31 01:00:00
11651.71,11678.99,11639.68,11670.81,0,0,2024-05-31 02:00:00
11672.66,11724.29,11672.66,11720.23,0,0,2024-05-31 03:00:00
11718.96,11723.83,11700.81,11701.06,0,0,2024-05-31 04:00:00
11705.64,11722.37,11682.66,11713.83,0,0,2024-05-31 05:00:00
11717.09,11781.78,11717.09,11758.16,0,0,2024-05-31 06:00:00
11754.87,11867.29,11748.56,11867.29,0,0,2024-05-31 07:00:00
11816.28,11822.65,11777.8,11798.09,0,0,2024-06-04 01:00:00
11790.69,11813.94,11755.72,11813.84,0,0,2024-06-04 02:00:00
11802.2,11864.29,11802.16,11861.14,0,0,2024-06-04 03:00:00
11863.63,11867.32,11837.96,11856.39,0,0,2024-06-04 04:00:00
11855.09,11886.6,11850.62,11882.19,0,0,2024-06-04 05:00:00
11881.85,11889.61,11870.58,11876.49,0,0,2024-06-04 06:00:00
11879.38,11889.33,11871.55,11880.54,0,0,2024-06-04 07:00:00
11875.29,11888.01,11860.43,11860.95,0,0,2024-06-05 01:00:00
11859.27,11889.23,11846.33,11881.52,0,0,2024-06-05 02:00:00
11874.87,11910.43,11863.95,11903.98,0,0,2024-06-05 03:00:00
11905.72,11929.75,11905.16,11928.82,0,0,2024-06-05 04:00:00
11924.38,11946.59,11914.06,11946.59,0,0,2024-06-05 05:00:00
11946.08,11988.48,11944.6,11982.54,0,0,2024-06-05 06:00:00
11982.43,12023.3,11982.43,11996.71,0,0,2024-06-05 07:00:00
11942.09,11946.86,11890.67,11890.67,0,0,2024-06-06 01:00:00
11887.84,11940.66,11878.0,11922.21,0,0,2024-06-06 02:00:00
11938.69,11972.15,11938.69,11972.15,0,0,2024-06-06 03:00:00
11973.51,11997.33,11971.42,11992.99,0,0,2024-06-06 04:00:00
11988.18,11988.76,11967.52,11977.28,0,0,2024-06-06 05:00:00
11977.05,12002.93,11973.93,11982.82,0,0,2024-06-06 06:00:00
11991.94,12002.63,11971.52,11973.01,0,0,2024-06-06 07:00:00
11960.64,11964.17,11924.52,11931.43,0,0,2024-06-07 01:00:00
11930.32,11945.49,11925.7,11927.27,0,0,2024-06-07 02:00:00
11927.93,11972.97,11925.98,11951.4,0,0,2024-06-07 03:00:00
11945.69,11952.37,11919.81,11952.37,0,0,2024-06-07 04:00:00
11951.63,11956.99,11924.02,11925.68,0,0,2024-06-07 05:00:00
11931.15,11934.89,11912.09,11919.67,0,0,2024-06-07 06:00:00
11919.17,11924.16,11856.56,11856.56,0,0,2024-06-07 07:00:00
11845.51,11845.51,11805.9,11806.27,0,0,2024-06-10 01:00:00
11804.95,11804.95,11783.72,11788.37,0,0,2024-06-10 02:00:00
11786.85,11786.85,11766.22,11772.45,0,0,2024-06-10 03:00:00
11774.96,11784.22,11758.93,11774.3,0,0,2024-06-10 04:00:00
11772.92,11792.77,11771.16,11784.61,0,0,2024-06-10 05:00:00
11783.82,11790.48,11772.85,11782.8,0,0,2024-06-10 06:00:00
11784.93,11804.14,11780.07,11787.57,0,0,2024-06-10 07:00:00
11793.88,11794.17,11773.28,11779.5,0,0,2024-06-11 01:00:00
11780.13,11816.08,11779.71,11807.19,0,0,2024-06-11 02:00:00
11810.63,11824.35,11802.25,11815.93,0,0,2024-06-11 03:00:00
11816.2,11827.71,11794.62,11827.71,0,0,2024-06-11 04:00:00
11825.58,11825.58,11772.74,11778.51,0,0,2024-06-11 05:00:00
11780.51,11794.72,11776.58,11786.75,0,0,2024-06-11 06:00:00
11789.27,11809.26,11785.48,11785.48,0,0,2024-06-11 07:00:00
11787.74,11790.86,11749.25,11749.25,0,0,2024-06-12 01:00:00
11749.25,11770.49,11749.25,11770.49,0,0,2024-06-12 02:00:00
11766.11,11781.83,11763.84,11778.54,0,0,2024-06-12 03:00:00
11780.6,11801.44,11765.87,11801.44,0,0,2024-06-12 04:00:00
11802.6,11810.5,11791.3,11797.77,0,0,2024-06-12 05:00:00
11799.19,11803.97,11777.17,11784.19,0,0,2024-06-12 06:00:00
11790.89,11790.89,11741.88,11741.88,0,0,2024-06-12 07:00:00
11771.14,11772.72,11743.78,11743.78,0,0,2024-06-13 01:00:00
11745.04,11772.22,11744.03,11772.22,0,0,2024-06-13 02:00:00
11765.38,11812.8,11765.38,11812.8,0,0,2024-06-13 03:00:00
11813.53,11818.98,11793.04,11818.98,0,0,2024-06-13 04:00:00
11819.94,11819.94,11804.37,11814.83,0,0,2024-06-13 05:00:00
11812.81,11826.48,11801.87,11806.15,0,0,2024-06-13 06:00:00
11807.41,11872.64,11799.82,11872.64,0,0,2024-06-13 07:00:00
11837.8,11841.63,11818.69,11823.2,0,0,2024-06-14 01:00:00
11824.52,11861.63,11824.52,11859.89,0,0,2024-06-14 02:00:00
11860.23,11868.25,11846.44,11849.29,0,0,2024-06-14 03:00:00
11850.74,11873.43,11848.35,11873.43,0,0,2024-06-14 04:00:00
11872.49,11873.23,11852.57,11872.7,0,0,2024-06-14 05:00:00
11876.31,11881.32,11857.05,11861.74,0,0,2024-06-14 06:00:00
11861.08,11879.56,11850.62,11864.89,0,0,2024-06-14 07:00:00
11864.89,11864.89,11770.98,11784.08,0,0,2024-06-17 01:00:00
11780.09,11790.22,11760.71,11760.71,0,0,2024-06-17 02:00:00
11774.05,11823.3,11774.05,11797.67,0,0,2024-06-17 03:00:00
11797.14,11797.14,11758.34,11758.34,0,0,2024-06-17 04:00:00
11759.06,11760.42,11706.7,11709.64,0,0,2024-06-17 05:00:00
11711.71,11714.8,11701.28,11708.36,0,0,2024-06-17 06:00:00
11706.59,11716.53,11690.09,11698.51,0,0,2024-06-17 07:00:00
11705.19,11740.91,11701.9,11737.91,0,0,2024-06-18 01:00:00
11735.35,11770.15,11706.37,11754.76,0,0,2024-06-18 02:00:00
11760.65,11834.69,11760.65,11829.0,0,0,2024-06-18 03:00:00
11824.71,11827.64,11774.24,11774.3,0,0,2024-06-18 04:00:00
11772.25,11783.62,11754.4,11754.4,0,0,2024-06-18 05:00:00
11756.62,11776.7,11751.97,11760.76,0,0,2024-06-18 06:00:00
11758.24,11767.4,11728.91,11767.4,0,0,2024-06-18 07:00:00
11720.81,11720.81,11688.61,11700.93,0,0,2024-06-19 01:00:00
11706.47,11732.1,11693.66,11732.1,0,0,2024-06-19 02:00:00
11733.88,11745.39,11722.32,11728.41,0,0,2024-06-19 03:00:00
11726.74,11728.94,11681.48,11690.12,0,0,2024-06-19 04:00:00
11684.41,11702.33,11684.41,11688.95,0,0,2024-06-19 05:00:00
11691.14,11698.71,11672.7,11672.7,0,0,2024-06-19 06:00:00
11670.92,11690.17,11659.48,11671.19,0,0,2024-06-19 07:00:00
11656.97,11676.51,11654.43,11667.47,0,0,2024-06-20 01:00:00
11667.47,11685.86,11662.06,11677.67,0,0,2024-06-20 02:00:00
11689.07,11758.52,11689.07,11744.04,0,0,2024-06-20 03:00:00
11741.9,11744.32,11707.65,11727.22,0,0,2024-06-20 04:00:00
11726.96,11756.37,11726.95,11746.81,0,0,2024-06-20 05:00:00
11745.45,11748.76,11733.47,11743.19,0,0,2024-06-20 06:00:00
11745.94,11771.81,11740.49,11771.81,0,0,2024-06-20 07:00:00
11709.17,11735.93,11697.82,11730.88,0,0,2024-06-21 01:00:00
11730.88,11740.83,11709.74,11733.54,0,0,2024-06-21 02:00:00
11741.25,11769.12,11741.25,11757.33,0,0,2024-06-21 03:00:00
11756.98,11775.89,11753.51,11766.2,0,0,2024-06-21 04:00:00
11763.71,11775.35,11757.33,11763.48,0,0,2024-06-21 05:00:00
11766.46,11775.83,11756.58,11764.08,0,0,2024-06-21 06:00:00
11766.11,11777.88,11682.39,11682.39,0,0,2024-06-21 07:00:00
11655.88,11655.88,11610.01,11648.46,0,0,2024-06-24 01:00:00
11656.72,11661.12,11636.06,11651.08,0,0,2024-06-24 02:00:00
11657.08,11698.97,11645.97,11659.46,0,0,2024-06-24 03:00:00
11659.91,11659.91,11637.64,11642.18,0,0,2024-06-24 04:00:00
11642.47,11651.18,11630.32,11647.57,0,0,2024-06-24 05:00:00
11643.82,11644.18,11613.61,11617.35,0,0,2024-06-24 06:00:00
11614.95,11635.94,11614.95,11627.86,0,0,2024-06-24 07:00:00
11571.24,11591.79,11571.24,11587.55,0,0,2024-06-25 01:00:00
11592.29,11605.94,11586.34,11590.09,0,0,2024-06-25 02:00:00
11600.47,11618.67,11598.32,11614.98,0,0,2024-06-25 03:00:00
11614.85,11628.86,11601.57,11620.48,0,0,2024-06-25 04:00:00
11622.67,11668.95,11621.01,11668.42,0,0,2024-06-25 05:00:00
11671.22,11683.2,11658.64,11676.16,0,0,2024-06-25 06:00:00
11676.32,11716.44,11670.91,11716.44,0,0,2024-06-25 07:00:00
11706.89,11709.07,11673.0,11691.27,0,0,2024-06-26 01:00:00
11691.84,11715.17,11689.43,11710.48,0,0,2024-06-26 02:00:00
11712.14,11731.67,11707.11,11726.73,0,0,2024-06-26 03:00:00
11724.77,11754.61,11719.95,11754.61,0,0,2024-06-26 04:00:00
11759.04,11786.96,11751.37,11782.59,0,0,2024-06-26 05:00:00
11782.3,11798.94,11779.99,11782.38,0,0,2024-06-26 06:00:00
11781.25,11835.02,11775.25,11835.02,0,0,2024-06-26 07:00:00
11786.2,11795.5,11764.17,11764.58,0,0,2024-06-27 01:00:00
11766.47,11791.37,11762.03,11791.35,0,0,2024-06-27 02:00:00
11784.2,11792.18,11750.2,11750.2,0,0,2024-06-27 03:00:00
11753.03,11775.47,11739.23,11772.73,0,0,2024-06-27 04:00:00
11772.41,11782.58,11767.12,11768.13,0,0,2024-06-27 05:00:00
11767.69,11776.15,11759.21,11761.79,0,0,2024-06-27 06:00:00
11764.71,11776.73,11717.43,11717.43,0,0,2024-06-27 07:00:00
11735.25,11786.83,11735.25,11786.72,0,0,2024-07-01 01:00:00
11784.39,11815.01,11772.38,11798.15,0,0,2024-07-01 02:00:00
11799.31,11807.25,11777.09,11783.71,0,0,2024-07-01 03:00:00
11782.92,11796.17,11761.67,11792.07,0,0,2024-07-01 04:00:00
11788.83,11798.06,11773.37,11788.49,0,0,2024-07-01 05:00:00
11790.99,11805.07,11786.26,11786.26,0,0,2024-07-01 06:00:00
11784.94,11802.31,11778.13,11789.39,0,0,2024-07-01 07:00:00
11789.39,11789.39,11757.72,11760.06,0,0,2024-07-02 01:00:00
11765.72,11780.58,11753.26,11758.7,0,0,2024-07-02 02:00:00
11768.58,11785.36,11748.63,11777.7,0,0,2024-07-02 03:00:00
11784.6,11808.4,11777.48,11778.29,0,0,2024-07-02 04:00:00
11780.22,11783.61,11767.22,11771.86,0,0,2024-07-02 05:00:00
11771.31,11771.31,11750.15,11763.68,0,0,2024-07-02 06:00:00
11765.7,11776.73,11758.02,11776.73,0,0,2024-07-02 07:00:00
11802.53,11808.37,11767.91,11778.45,0,0,2024-07-03 01:00:00
11780.63,11801.66,11745.46,11785.61,0,0,2024-07-03 02:00:00
11786.09,11813.81,11786.09,11801.91,0,0,2024-07-03 03:00:00
11795.54,11797.29,11781.97,11782.79,0,0,2024-07-03 04:00:00
11777.54,11792.79,11775.73,11785.34,0,0,2024-07-03 05:00:00
11789.47,11808.06,11787.01,11788.16,0,0,2024-07-03 06:00:00
11787.69,11795.48,11767.15,11790.92,0,0,2024-07-03 07:00:00
11767.19,11788.13,11763.78,11785.92,0,0,2024-07-04 01:00:00
11783.9,11796.62,11775.61,11790.45,0,0,2024-07-04 02:00:00
11791.55,11817.95,11791.55,11798.89,0,0,2024-07-04 03:00:00
11797.04,11812.4,11767.96,11769.67,0,0,2024-07-04 04:00:00
11768.78,11777.12,11743.82,11743.82,0,0,2024-07-04 05:00:00
11747.57,11774.5,11725.52,11740.39,0,0,2024-07-04 06:00:00
11740.61,11752.58,11726.2,11746.66,0,0,2024-07-04 07:00:00
11730.42,11750.85,11717.42,11717.42,0,0,2024-07-05 01:00:00
11717.42,11749.0,11715.22,11742.8,0,0,2024-07-05 02:00:00
11740.17,11765.12,11724.92,11725.91,0,0,2024-07-05 03:00:00
11726.69,11729.04,11714.85,11724.94,0,0,2024-07-05 04:00:00
11725.72,11727.45,11713.28,11722.68,0,0,2024-07-05 05:00:00
11720.76,11747.95,11720.76,11740.96,0,0,2024-07-05 06:00:00
11740.05,11794.81,11740.05,11794.81,0,0,2024-07-05 07:00:00
11739.33,11743.54,11723.29,11729.0,0,0,2024-07-08 01:00:00
11729.0,11736.18,11717.74,11723.05,0,0,2024-07-08 02:00:00
11730.26,11733.52,11717.27,11732.8,0,0,2024-07-08 03:00:00
11734.69,11740.19,11721.03,11733.98,0,0,2024-07-08 04:00:00
11733.36,11733.36,11698.32,11698.32,0,0,2024-07-08 05:00:00
11700.36,11712.03,11692.83,11702.43,0,0,2024-07-08 06:00:00
11701.58,11745.53,11694.25,11745.53,0,0,2024-07-08 07:00:00
11742.38,11745.42,11720.15,11728.13,0,0,2024-07-09 01:00:00
11728.13,11759.14,11726.33,11759.14,0,0,2024-07-09 02:00:00
11749.81,11765.82,11742.22,11762.27,0,0,2024-07-09 03:00:00
11756.55,11759.47,11743.95,11750.75,0,0,2024-07-09 04:00:00
11750.34,11766.97,11732.6,11766.97,0,0,2024-07-09 05:00:00
11764.17,11778.27,11759.98,11775.72,0,0,2024-07-09 06:00:00
11777.14,11848.13,11776.43,11848.13,0,0,2024-07-09 07:00:00
11814.14,11814.88,11789.28,11791.6,0,0,2024-07-10 01:00:00
11792.51,11814.71,11792.51,11814.71,0,0,2024-07-10 02:00:00
11815.5,11847.17,11815.5,11838.03,0,0,2024-07-10 03:00:00
11834.84,11854.11,11820.01,11822.25,0,0,2024-07-10 04:00:00
11822.63,11899.72,11822.63,11892.4,0,0,2024-07-10 05:00:00
11885.27,11903.93,11884.19,11902.4,0,0,2024-07-10 06:00:00
11904.3,11943.33,11903.96,11943.33,0,0,2024-07-10 07:00:00
11950.8,11950.8,11918.39,11929.46,0,0,2024-07-11 01:00:00
11924.7,11961.77,11924.7,11961.77,0,0,2024-07-11 02:00:00
11968.25,12015.83,11965.62,12013.25,0,0,2024-07-11 03:00:00
12016.64,12032.07,12001.89,12032.07,0,0,2024-07-11 04:00:00
12025.42,12032.49,12016.47,12024.73,0,0,2024-07-11 05:00:00
12025.31,12028.21,12014.32,12024.57,0,0,2024-07-11 06:00:00
12023.31,12058.29,12015.87,12058.29,0,0,2024-07-11 07:00:00
11995.95,12049.5,11995.95,12046.86,0,0,2024-07-12 01:00:00
12047.59,12069.81,12040.56,12069.81,0,0,2024-07-12 02:00:00
12075.71,12119.7,12075.71,12110.69,0,0,2024-07-12 03:00:00
12111.77,12145.55,12108.24,12132.66,0,0,2024-07-12 04:00:00
12133.14,12133.14,12100.01,12110.06,0,0,2024-07-12 05:00:00
12108.13,12125.79,12104.11,12104.2,0,0,2024-07-12 06:00:00
12104.88,12134.97,12097.22,12134.97,0,0,2024-07-12 07:00:00
12118.85,12118.85,12045.61,12056.28,0,0,2024-07-15 01:00:00
12057.07,12083.28,12043.18,12082.75,0,0,2024-07-15 02:00:00
12108.5,12158.21,12108.5,12154.21,0,0,2024-07-15 03:00:00
12156.12,12161.73,12146.81,12149.67,0,0,2024-07-15 04:00:00
12149.26,12158.21,12130.03,12136.78,0,0,2024-07-15 05:00:00
12133.45,12142.29,12127.79,12141.07,0,0,2024-07-15 06:00:00
12142.05,12148.42,12123.14,12123.14,0,0,2024-07-15 07:00:00
12112.35,12120.07,12105.02,12106.17,0,0,2024-07-16 01:00:00
12106.16,12107.35,12086.86,12086.86,0,0,2024-07-16 02:00:00
12091.45,12137.03,12091.45,12116.96,0,0,2024-07-16 03:00:00
12116.19,12121.88,12101.65,12115.67,0,0,2024-07-16 04:00:00
12125.94,12130.03,12108.31,12129.64,0,0,2024-07-16 05:00:00
12130.75,12161.06,12126.82,12161.06,0,0,2024-07-16 06:00:00
12160.8,12184.49,12153.99,12184.49,0,0,2024-07-16 07:00:00
12160.7,12199.61,12159.72,12199.61,0,0,2024-07-17 01:00:00
12199.96,12230.02,12199.96,12227.34,0,0,2024-07-17 02:00:00
12249.71,12251.17,12229.03,12240.99,0,0,2024-07-17 03:00:00
12239.12,12261.38,12232.83,12255.64,0,0,2024-07-17 04:00:00
12257.85,12265.97,12242.92,12265.97,0,0,2024-07-17 05:00:00
12264.44,12280.39,12263.16,12270.33,0,0,2024-07-17 06:00:00
12271.31,12292.03,12259.13,12292.03,0,0,2024-07-17 07:00:00
12255.0,12275.43,12247.42,12265.31,0,0,2024-07-18 01:00:00
12265.92,12265.92,12246.75,12258.17,0,0,2024-07-18 02:00:00
12261.63,12290.59,12256.18,12278.12,0,0,2024-07-18 03:00:00
12279.4,12292.35,12269.14,12290.4,0,0,2024-07-18 04:00:00
12288.97,12303.34,12286.48,12288.55,0,0,2024-07-18 05:00:00
12290.15,12295.73,12284.15,12293.61,0,0,2024-07-18 06:00:00
12294.52,12329.44,12284.17,12329.44,0,0,2024-07-18 07:00:00
12284.82,12286.18,12267.48,12271.43,0,0,2024-07-19 01:00:00
12272.3,12276.13,12257.98,12267.93,0,0,2024-07-19 02:00:00
12259.97,12267.94,12224.46,12252.01,0,0,2024-07-19 03:00:00
12251.55,12278.67,12245.23,12275.6,0,0,2024-07-19 04:00:00
12275.77,12276.36,12259.41,12266.81,0,0,2024-07-19 05:00:00
12266.81,12271.26,12246.93,12255.23,0,0,2024-07-19 06:00:00
12254.09,12325.6,12247.47,12325.6,0,0,2024-07-19 07:00:00
12321.02,12337.48,12317.82,12323.83,0,0,2024-07-22 01:00:00
12322.25,12359.23,12322.25,12358.19,0,0,2024-07-22 02:00:00
12357.41,12389.1,12355.83,12377.87,0,0,2024-07-22 03:00:00
12377.82,12387.86,12370.36,12370.36,0,0,2024-07-22 04:00:00
12374.76,12379.68,12361.46,12371.57,0,0,2024-07-22 05:00:00
12371.18,12376.7,12358.73,12359.96,0,0,2024-07-22 06:00:00
12361.25,12368.42,12309.91,12309.91,0,0,2024-07-22 07:00:00
12326.57,12357.55,12326.57,12341.06,0,0,2024-07-23 01:00:00
12343.27,12344.97,12318.93,12340.19,0,0,2024-07-23 02:00:00
12340.48,12409.97,12340.18,12394.33,0,0,2024-07-23 03:00:00
12393.36,12424.15,12393.36,12422.01,0,0,2024-07-23 04:00:00
12422.01,12428.83,12411.62,12415.69,0,0,2024-07-23 05:00:00
12426.61,12432.26,12412.37,12429.26,0,0,2024-07-23 06:00:00
12425.2,12440.17,12413.54,12425.58,0,0,2024-07-23 07:00:00
12389.2,12404.81,12383.31,12394.69,0,0,2024-07-24 01:00:00
12393.96,12412.37,12387.71,12404.8,0,0,2024-07-24 02:00:00
12405.42,12442.04,12400.79,12437.47,0,0,2024-07-24 03:00:00
12435.16,12444.33,12417.49,12444.25,0,0,2024-07-24 04:00:00
12453.15,12474.21,12439.56,12474.21,0,0,2024-07-24 05:00:00
12471.25,12491.29,12468.97,12482.92,0,0,2024-07-24 06:00:00
12484.47,12530.99,12476.19,12530.99,0,0,2024-07-24 07:00:00
12480.27,12480.27,12401.45,12419.85,0,0,2024-07-25 01:00:00
12419.85,12421.08,12408.94,12411.12,0,0,2024-07-25 02:00:00
12418.66,12444.89,12414.59,12431.66,0,0,2024-07-25 03:00:00
12432.99,12446.38,12424.35,12443.21,0,0,2024-07-25 04:00:00
12441.67,12470.52,12436.55,12452.82,0,0,2024-07-25 05:00:00
12454.82,12465.76,12445.04,12463.13,0,0,2024-07-25 06:00:00
12460.23,12469.06,12396.27,12396.27,0,0,2024-07-25 07:00:00
12396.27,12396.27,12364.01,12384.32,0,0,2024-07-26 01:00:00
12383.16,12415.45,12373.7,12404.79,0,0,2024-07-26 02:00:00
12409.53,12419.32,12393.6,12395.91,0,0,2024-07-26 03:00:00
12392.49,12393.89,12373.06,12380.46,0,0,2024-07-26 04:00:00
12383.17,12409.37,12376.85,12385.08,0,0,2024-07-26 05:00:00
12384.36,12393.78,12370.3,12382.45,0,0,2024-07-26 06:00:00
12376.76,12383.26,12349.47,12349.47,0,0,2024-07-26 07:00:00
12345.24,12347.43,12330.54,12337.58,0,0,2024-07-29 01:00:00
12337.08,12338.64,12308.34,12326.77,0,0,2024-07-29 02:00:00
12337.36,12346.98,12311.57,12333.96,0,0,2024-07-29 03:00:00
12338.05,12338.99,12319.48,12321.24,0,0,2024-07-29 04:00:00
12322.32,12346.14,12318.69,12342.07,0,0,2024-07-29 05:00:00
12342.03,12350.01,12337.55,12346.72,0,0,2024-07-29 06:00:00
12349.91,12352.54,12313.62,12313.62,0,0,2024-07-29 07:00:00
12341.42,12369.23,12341.42,12360.27,0,0,2024-07-30 01:00:00
12360.51,12385.85,12359.9,12379.72,0,0,2024-07-30 02:00:00
12374.01,12405.27,12370.73,12404.08,0,0,2024-07-30 03:00:00
12403.05,12403.05,12376.11,12381.53,0,0,2024-07-30 04:00:00
12380.27,12400.59,12371.85,12393.68,0,0,2024-07-30 05:00:00
12391.14,12429.1,12390.7,12429.1,0,0,2024-07-30 06:00:00
12428.47,12435.02,12391.05,12391.05,0,0,2024-07-30 07:00:00
12369.78,12384.35,12354.56,12354.56,0,0,2024-07-31 01:00:00
12355.19,12364.59,12352.29,12360.87,0,0,2024-07-31 02:00:00
12362.32,12405.09,12362.32,12400.33,0,0,2024-07-31 03:00:00
12400.17,12418.21,12392.08,12406.49,0,0,2024-07-31 04:00:00
12407.83,12407.83,12386.24,12389.57,0,0,2024-07-31 05:00:00
12390.51,12406.09,12389.62,12399.58,0,0,2024-07-31 06:00:00
12399.96,12441.34,12397.17,12405.27,0,0,2024-07-31 07:00:00
12436.17,12442.31,12428.05,12442.31,0,0,2024-08-01 01:00:00
12442.04,12446.8,12427.05,12444.18,0,0,2024-08-01 02:00:00
12466.97,12512.05,12466.97,12487.62,0,0,2024-08-01 03:00:00
12487.62,12498.53,12474.98,12493.64,0,0,2024-08-01 04:00:00
12493.92,12493.92,12473.32,12477.44,0,0,2024-08-01 05:00:00
12477.32,12477.32,12454.9,12454.9,0,0,2024-08-01 06:00:00
12452.34,12487.94,12451.98,12487.94,0,0,2024-08-01 07:00:00
12410.96,12436.52,12361.75,12364.11,0,0,2024-08-02 01:00:00
12364.71,12373.94,12356.29,12365.23,0,0,2024-08-02 02:00:00
12364.33,12369.94,12331.15,12369.94,0,0,2024-08-02 03:00:00
12365.77,12408.13,12365.77,12408.13,0,0,2024-08-02 04:00:00
12406.09,12419.86,12406.09,12407.02,0,0,2024-08-02 05:00:00
12405.98,12409.4,12391.23,12399.42,0,0,2024-08-02 06:00:00
12399.76,12453.04,12373.92,12453.04,0,0,2024-08-02 07:00:00
12364.44,12371.2,12309.29,12309.29,0,0,2024-08-05 01:00:00
12310.13,12337.89,12300.93,12314.83,0,0,2024-08-05 02:00:00
12309.38,12310.85,12218.78,12218.78,0,0,2024-08-05 03:00:00
12221.91,12233.05,12207.55,12210.13,0,0,2024-08-05 04:00:00
12214.77,12247.5,12214.77,12243.17,0,0,2024-08-05 05:00:00
