<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
^SPX,60,20240715,160000,5638.16,5646.73,5632.76,5638.24,152095053,0
^SPX,60,20240715,170000,5638.92,5656.06,5638.57,5655.23,248344791,0
^SPX,60,20240715,180000,5655.37,5666.81,5650.11,5656.61,210581545,0
^SPX,60,20240715,190000,5655.92,5656.06,5640.59,5644.05,172033249,0
^SPX,60,20240715,200000,5644.06,5644.06,5626.69,5629.45,148713041,0
^SPX,60,20240715,210000,5629.33,5642.69,5625.93,5640.51,156350640,0
^SPX,60,20240715,220000,5639.69,5644.16,5614.91,5631.22,349478197,0
^SPX,60,20240716,160000,5644.09,5654.68,5644.09,5648.81,151575694,0
^SPX,60,20240716,170000,5649.66,5654.97,5639.05,5650.83,303789410,0
^SPX,60,20240716,180000,5650.51,5662.49,5646.67,5649.69,212218307,0
^SPX,60,20240716,190000,5651.46,5653.98,5641.11,5653.76,183086532,0
^SPX,60,20240716,200000,5653.01,5653.61,5644.44,5650.75,157280091,0
^SPX,60,20240716,210000,5650.54,5663.92,5645.44,5663.71,176433631,0
^SPX,60,20240716,220000,5663.83,5669.34,5659.07,5667.2,557443363,0
^SPX,60,20240717,160000,5612.08,5622.49,5609.76,5616.37,183467569,0
^SPX,60,20240717,170000,5616.52,5616.57,5597.03,5600.17,361754054,0
^SPX,60,20240717,180000,5599.84,5605.3,5596.6,5601.87,253183593,0
^SPX,60,20240717,190000,5602,5602.79,5588.47,5597.5,244434077,0
^SPX,60,20240717,200000,5596.78,5597.41,5584.92,5590.81,197652852,0
^SPX,60,20240717,210000,5591.21,5601.23,5586.88,5592.91,209678583,0
^SPX,60,20240717,220000,5592.76,5600.5,5587.73,5588.27,646956204,0
^SPX,60,20240718,160000,5605.9,5607.01,5595.38,5606.53,236681561,0
^SPX,60,20240718,170000,5607.31,5613.94,5574.62,5586.06,320516415,0
^SPX,60,20240718,180000,5585.5,5588.74,5545.5,5547.09,290195776,0
^SPX,60,20240718,190000,5546.89,5560.94,5542.16,5560.94,217545416,0
^SPX,60,20240718,200000,5560.7,5567.73,5553.12,5554.08,180417562,0
^SPX,60,20240718,210000,5552.18,5553.43,5532.84,5542.02,198080540,0
^SPX,60,20240718,220000,5541.53,5556.25,5523.53,5544.59,676911155,0
^SPX,60,20240719,160000,5543.3,5557.38,5537,5546.4,151578316,0
^SPX,60,20240719,170000,5543.69,5550.48,5524.68,5529.41,231930582,0
^SPX,60,20240719,180000,5529.66,5536.68,5509.6,5526.9,210946478,0
^SPX,60,20240719,190000,5526.64,5532.04,5507.81,5511.92,164789319,0
^SPX,60,20240719,200000,5511.37,5511.74,5497.05,5511.74,151937856,0
^SPX,60,20240719,210000,5510.99,5514.34,5498.52,5508.53,158417219,0
^SPX,60,20240719,220000,5508.24,5520.7,5499.99,5505,543507952,0
^SPX,60,20240722,160000,5546.65,5561.38,5540.74,5546.25,242526715,0
^SPX,60,20240722,170000,5538.16,5561.66,5531.41,5554.92,246756453,0
^SPX,60,20240722,180000,5554.76,5562.43,5529.19,5535.43,198351853,0
^SPX,60,20240722,190000,5535.25,5554.19,5530.93,5552.84,154039333,0
^SPX,60,20240722,200000,5553.31,5565.59,5553.12,5562.92,144478611,0
^SPX,60,20240722,210000,5563.14,5570.36,5559.94,5566.53,162771704,0
^SPX,60,20240722,220000,5566.53,5568.84,5560.32,5564.41,691132127,0
^SPX,60,20240723,160000,5565.3,5576.2,5559.85,5575.35,194218277,0
^SPX,60,20240723,170000,5574.71,5582.66,5561.22,5567.3,271558891,0
^SPX,60,20240723,180000,5567.06,5584.51,5567.06,5580.08,207130310,0
^SPX,60,20240723,190000,5580.12,5581.54,5560.06,5564.32,165903735,0
^SPX,60,20240723,200000,5563.87,5571.41,5561.48,5569.99,156257653,0
^SPX,60,20240723,210000,5570.89,5573.12,5564.08,5568.55,142284262,0
^SPX,60,20240723,220000,5568.24,5570.84,5550.94,5555.74,618920135,0
^SPX,60,20240724,160000,5501.99,5507.59,5480.49,5484.47,221831444,0
^SPX,60,20240724,170000,5483.4,5486.01,5470.36,5473.13,283075540,0
^SPX,60,20240724,180000,5472.83,5473.71,5460.27,5460.4,229373463,0
^SPX,60,20240724,190000,5460.71,5465.64,5453.22,5455.99,211157259,0
^SPX,60,20240724,200000,5455.29,5466.97,5454.89,5455.97,169933626,0
^SPX,60,20240724,210000,5456.25,5458.62,5435.56,5441.14,214869715,0
^SPX,60,20240724,220000,5439.74,5445.8,5422.81,5427.13,814084423,0
^SPX,60,20240725,160000,5426.8,5431.6,5413.73,5417.14,238531918,0
^SPX,60,20240725,170000,5412.9,5445.18,5391.34,5445.18,415635555,0
^SPX,60,20240725,180000,5446.07,5463.39,5438.2,5456.16,285726431,0
^SPX,60,20240725,190000,5456.46,5483.44,5451.19,5478.23,249975078,0
^SPX,60,20240725,200000,5478.82,5491.49,5458.95,5463.56,209127984,0
^SPX,60,20240725,210000,5463.71,5463.75,5422.91,5425.67,219880561,0
^SPX,60,20240725,220000,5427.83,5453.11,5398.6,5399.22,719407286,0
^SPX,60,20240726,160000,5432.14,5447.97,5432.14,5445.08,171766945,0
^SPX,60,20240726,170000,5443.48,5462.96,5435.3,5448.77,270818122,0
^SPX,60,20240726,180000,5450.26,5463.89,5445.39,5463.89,223605434,0
^SPX,60,20240726,190000,5465.4,5485.04,5465.16,5483.78,194742842,0
^SPX,60,20240726,200000,5485.55,5488.26,5458.05,5466.63,176467068,0
^SPX,60,20240726,210000,5466.23,5471.55,5452.07,5453.53,159635486,0
^SPX,60,20240726,220000,5452.61,5467.03,5447.6,5459.1,587383279,0
^SPX,60,20240729,160000,5476.55,5482.37,5465.04,5481.92,185156022,0
^SPX,60,20240729,170000,5482.32,5487.74,5460.25,5460.66,251159903,0
^SPX,60,20240729,180000,5456.42,5474.71,5446.77,5472.94,206365432,0
^SPX,60,20240729,190000,5473.13,5484.29,5473.13,5482.06,161658630,0
^SPX,60,20240729,200000,5478.74,5486.55,5467.37,5471.31,145769074,0
^SPX,60,20240729,210000,5471.25,5471.25,5461.53,5466.42,160647901,0
^SPX,60,20240729,220000,5467.96,5477.08,5462.07,5463.54,626605100,0
^SPX,60,20240730,160000,5478.73,5489.29,5474.3,5476.49,197615883,0
^SPX,60,20240730,170000,5477.55,5480.16,5454.1,5454.65,285680046,0
^SPX,60,20240730,180000,5452.32,5452.32,5420.94,5421.31,274871342,0
^SPX,60,20240730,190000,5421.62,5428.61,5405.06,5405.06,233129883,0
^SPX,60,20240730,200000,5404.98,5431.27,5402.22,5429.72,223885647,0
^SPX,60,20240730,210000,5429.52,5442.66,5426.9,5430.08,190875390,0
^SPX,60,20240730,220000,5430.24,5452.75,5424.81,5436.44,700166544,0
^SPX,60,20240731,160000,5505.59,5512.06,5495.06,5504.69,250073975,0
^SPX,60,20240731,170000,5504.4,5529.39,5502.75,5522.28,286465267,0
^SPX,60,20240731,180000,5522.03,5534.04,5521.16,5522.94,238639644,0
^SPX,60,20240731,190000,5523.06,5527.65,5518.6,5519.21,183937818,0
^SPX,60,20240731,200000,5518.84,5526.86,5503.98,5520.12,187256084,0
^SPX,60,20240731,210000,5521.99,5551.49,5512.41,5547.64,238867802,0
^SPX,60,20240731,220000,5547.37,5550.8,5510.43,5522.3,708597940,0
^SPX,60,20240801,160000,5543.98,5565.58,5543.02,5556.3,163465699,0
^SPX,60,20240801,170000,5556.15,5559.17,5489.36,5490.33,266643708,0
^SPX,60,20240801,180000,5490.36,5492.31,5457.87,5463.74,274165655,0
^SPX,60,20240801,190000,5463.63,5479.78,5447.95,5453.71,242305774,0
^SPX,60,20240801,200000,5454.22,5454.8,5420.88,5441.62,256673197,0
^SPX,60,20240801,210000,5441.29,5443.27,5410.43,5414.25,260103290,0
^SPX,60,20240801,220000,5415.93,5450.23,5413.58,5446.68,682296003,0
^SPX,60,20240802,160000,5368.63,5382.77,5354.5,5358.14,291728908,0
^SPX,60,20240802,170000,5356.75,5362.72,5306.12,5308.2,328147706,0
^SPX,60,20240802,180000,5309.02,5343.23,5302.25,5337.59,328841809,0
^SPX,60,20240802,190000,5337.9,5350.71,5322.89,5330.1,273957503,0
^SPX,60,20240802,200000,5328.84,5335.52,5313.93,5318.38,226656389,0
^SPX,60,20240802,210000,5318.05,5339.15,5311.84,5325.28,235521068,0
^SPX,60,20240802,220000,5325.52,5346.87,5322.23,5346.56,837394699,0
^SPX,60,20240805,160000,5151.14,5192.05,5119.26,5170.62,288559889,0
^SPX,60,20240805,170000,5171.76,5223.18,5162.73,5177.55,275509670,0
^SPX,60,20240805,180000,5179.18,5233.17,5170.28,5220.43,255458339,0
^SPX,60,20240805,190000,5219.25,5250.89,5199.79,5203.51,262843019,0
^SPX,60,20240805,200000,5203.94,5223.64,5198.46,5205.7,228787732,0
^SPX,60,20240805,210000,5195.89,5208.08,5170.68,5171.9,244197724,0
^SPX,60,20240805,220000,5174.94,5186.74,5165.86,5186.33,675472021,0
^SPX,60,20240806,160000,5206.42,5237.77,5193.56,5231.48,164011730,0
^SPX,60,20240806,170000,5230.4,5279.71,5226.68,5269.48,241041317,0
