<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
BTC.V,60,20241121,180000,96732.77,97385.01,96336.5,97166.14,4712.59222785,0
BTC.V,60,20241121,190000,97157.44,98114.36,96960.12,98114.36,5304.585203524,0
BTC.V,60,20241121,200000,98102.73,98478.05,97718.39,98332.6,5575.88533041,0
BTC.V,60,20241121,210000,98332.61,99048.22,96934.09,97900.49,9045.14536781,0
BTC.V,60,20241121,220000,97908.39,98530.77,97844.44,98503.85,5895.059259847,0
BTC.V,60,20241121,230000,98503.85,98517.63,97670.57,98045.18,4554.043041394,0
BTC.V,60,20241121,235900,98045.18,98515.5,97925.09,98446.55,2116.7052522156,0
BTC.V,60,20241122,010000,98414.36,98811.03,98386.64,98417.51,2667.131223709,0
BTC.V,60,20241122,020000,98416.72,98599.24,97919.45,98087.52,960.48252880302,0
BTC.V,60,20241122,030000,98087.52,98491.38,97946.65,98183.61,2836.74572879,0
BTC.V,60,20241122,040000,98183.61,98878.74,98141.51,98708.19,3588.40997759,0
BTC.V,60,20241122,050000,98708.2,99385.35,98517.53,98930.39,4412.517544585,0
BTC.V,60,20241122,060000,98930.38,99199.1,98770.68,98896.01,3294.7776325,0
BTC.V,60,20241122,070000,98895.7,99086,98614.74,98888.77,3585.142418241,0
BTC.V,60,20241122,080000,98888.77,99438.01,98632.1,99101.96,2886.278381758,0
BTC.V,60,20241122,090000,99101.97,99526.36,98975.68,99281.6,4989.528102953,0
BTC.V,60,20241122,100000,99281.59,99367.21,98836.9,98901.75,3226.0887914314,0
BTC.V,60,20241122,110000,98901.75,98936.75,98475.57,98783.92,3910.315449244,0
BTC.V,60,20241122,120000,98782.94,98849.98,98351.57,98454.11,3208.976389451,0
BTC.V,60,20241122,130000,98454.12,98991.2,98293.8,98953.81,2807.788631531,0
BTC.V,60,20241122,140000,98957.4,99035.09,98577.7,98706.84,2155.5801427017,0
BTC.V,60,20241122,150000,98706.84,98714.67,97424.57,97831.98,5849.705702036,0
BTC.V,60,20241122,160000,97831.98,98195.5,97189.3,97354.05,5726.494054857,0
BTC.V,60,20241122,170000,97362.16,98876.38,97236.07,98764.64,6554.88657916,0
BTC.V,60,20241122,180000,98764.63,99107.64,98328.05,98965.15,4692.19144684,0
BTC.V,60,20241122,190000,98966.14,99384.2,98857.77,98898.7,4825.1084970986,0
BTC.V,60,20241122,200000,98895.76,99251.35,98756.31,99183.19,4228.399467549,0
BTC.V,60,20241122,210000,99170.32,99667.66,98911.71,99138.2,6596.755783411,0
BTC.V,60,20241122,220000,99138.2,99509.48,98983.36,99211,5024.11041147,0
BTC.V,60,20241122,230000,99223.49,99366.85,98781.57,99337.54,2750.02909027,0
BTC.V,60,20241122,235900,99337.53,99437.55,98683.44,98729.93,2410.125814646,0
BTC.V,60,20241123,010000,98736.95,99002.9,98736.95,98986.87,1522.8877635248,0
BTC.V,60,20241123,020000,98990.88,99009.74,98650.54,98736.97,2074.9456680283,0
BTC.V,60,20241123,030000,98722.81,98764.24,98416.71,98703.38,2397.360595052,0
BTC.V,60,20241123,040000,98703.38,98717.39,98413.04,98596.8,1307.1378246981,0
BTC.V,60,20241123,050000,98596.8,98913.62,98537.43,98780.13,1199.0545892959,0
BTC.V,60,20241123,060000,98780.14,98809.45,98381.91,98664.85,1994.960715427,0
BTC.V,60,20241123,070000,98664.85,98873.81,98511.85,98860.82,1703.541901935,0
BTC.V,60,20241123,080000,98860.82,98913.62,98696.11,98822.22,1317.994369268,0
BTC.V,60,20241123,090000,98820.46,98835.5,98521.74,98674.18,1711.620929892,0
BTC.V,60,20241123,100000,98674.18,98731.88,98464.42,98545.52,1840.175328307,0
BTC.V,60,20241123,110000,98545.52,98628.38,98447.69,98545.55,1245.085983199,0
BTC.V,60,20241123,120000,98545.55,98659.72,98393.38,98505.97,1662.4818247605,0
BTC.V,60,20241123,130000,98501.43,98620.64,98472.62,98526.45,1186.983518601,0
BTC.V,60,20241123,140000,98526.45,98718.61,98512.43,98715.09,1467.7005272056,0
BTC.V,60,20241123,150000,98715.1,98961.35,98638.49,98638.5,1798.442731911,0
BTC.V,60,20241123,160000,98638.49,98931.04,98567.74,98898.4,2222.938371378,0
BTC.V,60,20241123,170000,98898.41,98956.31,98576.14,98588.94,2022.257355879,0
BTC.V,60,20241123,180000,98588.93,98639.74,97752.91,97884.77,3726.50971372,0
BTC.V,60,20241123,190000,97871.85,98239.55,97511.26,98078.97,2573.607300563,0
BTC.V,60,20241123,200000,98069.09,98147.38,97813.09,97957.41,1276.778971731,0
BTC.V,60,20241123,210000,97957.4,97957.41,97481.76,97612.23,1229.946434185,0
BTC.V,60,20241123,220000,97612.23,97818.16,97232.16,97809.05,1815.98292928,0
BTC.V,60,20241123,230000,97809.05,98121.68,97649.41,98067.62,1461.8663950562,0
BTC.V,60,20241123,235900,98067.62,98121.68,97613.17,97737.43,1115.4044134196,0
BTC.V,60,20241124,010000,97724.53,97832.83,97508.47,97759.32,1303.604294162,0
BTC.V,60,20241124,020000,97759.33,98086.17,97759.33,98006.66,738.7944198097,0
BTC.V,60,20241124,030000,98006.66,98487.57,98006.65,98294.33,1918.5128618576,0
BTC.V,60,20241124,040000,98303.93,98661.59,98303.93,98510.7,1698.0731810632,0
BTC.V,60,20241124,050000,98513.81,98546.11,98217.83,98313.03,1377.8457600166,0
BTC.V,60,20241124,060000,98313.03,98356.11,97980.52,98287.01,886.8285384616,0
BTC.V,60,20241124,070000,98287.02,98386.93,98017.81,98366.64,1120.9828214591,0
BTC.V,60,20241124,080000,98366.64,98499.56,98124.24,98447.56,1428.413499515,0
BTC.V,60,20241124,090000,98447.57,98518.66,98267.38,98518.65,1380.86318462,0
BTC.V,60,20241124,100000,98518.65,98558.63,98052.74,98179.55,1191.9685172271,0
BTC.V,60,20241124,110000,98179.56,98304.75,97926.74,98053.02,1337.9863679181,0
