<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>,<DATETIME>
9184.75,9192.01,9131.03,9131.87,0,0,2024-03-12 10:00:00
9130.21,9151.63,9130.21,9139.88,0,0,2024-03-12 11:00:00
9137.33,9164.05,9136.26,9164.05,0,0,2024-03-12 12:00:00
9164.52,9168.18,9141.89,9152.54,0,0,2024-03-12 13:00:00
9151.86,9176.1,9108.15,9108.52,0,0,2024-03-12 14:00:00
9103.48,9103.48,9024.12,9024.12,0,0,2024-03-12 15:00:00
9019.67,9084.03,8987.81,9069.03,0,0,2024-03-12 16:00:00
9089.55,9091.85,8977.81,8992.26,0,0,2024-03-13 09:00:00
8981.94,8996.72,8943.07,8967.72,0,0,2024-03-13 10:00:00
8962.6,8971.95,8942.73,8942.73,0,0,2024-03-13 11:00:00
8943.02,8990.22,8939.71,8980.91,0,0,2024-03-13 12:00:00
8981.14,9065.29,8963.89,9063.84,0,0,2024-03-13 13:00:00
9071.34,9073.97,9001.37,9001.65,0,0,2024-03-13 14:00:00
9001.35,9022.31,8952.08,8961.03,0,0,2024-03-13 15:00:00
8955.63,8990.52,8910.23,8910.23,0,0,2024-03-13 16:00:00
8941.46,8971.53,8891.18,8897.44,0,0,2024-03-14 09:00:00
8898.21,8936.4,8897.23,8902.79,0,0,2024-03-14 10:00:00
8902.88,8926.93,8869.88,8918.35,0,0,2024-03-14 11:00:00
8918.63,8920.99,8884.67,8892.05,0,0,2024-03-14 12:00:00
8890.99,8943.28,8870.7,8937.92,0,0,2024-03-14 13:00:00
8937.24,8943.35,8894.82,8915.27,0,0,2024-03-14 14:00:00
8913.33,8939.17,8901.0,8905.85,0,0,2024-03-14 15:00:00
8905.65,8906.18,8849.33,8883.52,0,0,2024-03-14 16:00:00
8901.86,8902.99,8853.5,8881.93,0,0,2024-03-15 09:00:00
8880.85,8906.26,8865.88,8889.2,0,0,2024-03-15 10:00:00
8891.34,8896.72,8879.76,8889.15,0,0,2024-03-15 11:00:00
8887.52,8904.92,8870.8,8872.72,0,0,2024-03-15 12:00:00
8872.84,8875.96,8849.11,8874.63,0,0,2024-03-15 13:00:00
8875.47,8875.47,8816.14,8826.58,0,0,2024-03-15 14:00:00
8826.81,8887.07,8817.35,8875.47,0,0,2024-03-15 15:00:00
8874.37,8874.37,8797.14,8828.7,0,0,2024-03-15 16:00:00
8844.5,8846.42,8756.34,8778.28,0,0,2024-03-18 09:00:00
8777.59,8862.07,8751.6,8854.34,0,0,2024-03-18 10:00:00
8858.72,8858.72,8807.46,8819.95,0,0,2024-03-18 11:00:00
8820.54,8840.04,8809.92,8819.89,0,0,2024-03-18 12:00:00
8819.26,8821.25,8773.55,8775.75,0,0,2024-03-18 13:00:00
8769.31,8807.05,8764.52,8764.52,0,0,2024-03-18 14:00:00
8765.58,8779.46,8745.87,8757.62,0,0,2024-03-18 15:00:00
8756.79,8773.66,8718.11,8718.11,0,0,2024-03-18 16:00:00
8702.35,8763.93,8696.69,8740.69,0,0,2024-03-19 09:00:00
8741.11,8770.5,8715.69,8768.3,0,0,2024-03-19 10:00:00
8773.49,8842.77,8765.38,8842.77,0,0,2024-03-19 11:00:00
8850.39,8897.53,8848.98,8893.49,0,0,2024-03-19 12:00:00
8894.87,8908.77,8874.54,8886.23,0,0,2024-03-19 13:00:00
8885.75,8892.88,8863.2,8869.33,0,0,2024-03-19 14:00:00
8870.85,8911.65,8870.85,8895.08,0,0,2024-03-19 15:00:00
8895.41,8934.23,8883.37,8929.88,0,0,2024-03-19 16:00:00
8932.48,8977.14,8906.21,8972.06,0,0,2024-03-20 09:00:00
8976.55,8996.24,8944.43,8968.77,0,0,2024-03-20 10:00:00
8968.36,8971.6,8927.32,8941.62,0,0,2024-03-20 11:00:00
8939.82,8958.55,8929.84,8937.72,0,0,2024-03-20 12:00:00
8935.3,8968.12,8932.0,8966.62,0,0,2024-03-20 13:00:00
8968.32,8984.76,8959.23,8968.42,0,0,2024-03-20 14:00:00
8969.74,9015.03,8925.36,9015.03,0,0,2024-03-20 15:00:00
9017.59,9026.57,8955.12,8955.12,0,0,2024-03-20 16:00:00
9035.94,9096.39,9035.94,9090.95,0,0,2024-03-21 09:00:00
9091.34,9099.66,9072.46,9089.17,0,0,2024-03-21 10:00:00
9089.41,9099.56,9080.04,9094.08,0,0,2024-03-21 11:00:00
9094.84,9101.65,9073.39,9078.18,0,0,2024-03-21 12:00:00
9077.2,9150.0,9022.0,9118.93,0,0,2024-03-21 13:00:00
9121.19,9149.91,9089.47,9137.31,0,0,2024-03-21 14:00:00
9137.12,9192.5,9125.12,9178.72,0,0,2024-03-21 15:00:00
9178.85,9190.92,9138.49,9140.7,0,0,2024-03-21 16:00:00
9162.41,9221.7,9156.13,9171.69,0,0,2024-03-22 09:00:00
9170.28,9202.25,9161.57,9202.25,0,0,2024-03-22 10:00:00
9201.72,9213.73,9184.27,9184.27,0,0,2024-03-22 11:00:00
9184.27,9198.68,9177.26,9185.08,0,0,2024-03-22 12:00:00
9184.83,9212.9,9181.85,9194.05,0,0,2024-03-22 13:00:00
9193.02,9195.56,9168.25,9172.78,0,0,2024-03-22 14:00:00
9172.16,9179.12,9103.79,9103.79,0,0,2024-03-22 15:00:00
9100.48,9118.21,9081.84,9111.5,0,0,2024-03-22 16:00:00
